1,10,840,7234,10527,6816,2597,5479_7083_9942_421_763_397_132_246_130_37_74_37_14_28_14_4_8_4_2_4_2_1_2_1
1,17,8,3,3,2,2,2_3_3
1,105,10,4,3,2,1,2_4_3
1,81,3216,3,2,2,2,1_3_2
1,151,5660,3,2,2,2,1_3_2
1,200,5991,3,3,2,2,2_3_3
1,279,75,3,2,2,1,1_3_2
1,306,62,3,2,2,1,1_3_2
1,355,702,3,2,2,1,1_3_2
1,376,4147,3,2,2,2,1_3_2
1,393,3625,6,6,6,6,3_6_6
1,394,3627,3,2,2,0,1_3_2
1,408,3780,3,2,2,2,1_3_2
1,448,4003,3,2,2,2,1_3_2
1,451,4014,3,2,2,2,1_3_2
1,460,3703,3,2,2,2,1_3_2
1,502,8725,3,3,2,2,2_3_3
1,529,8893,3,2,2,2,1_3_2
1,658,2608,3,2,2,1,1_3_2
1,667,3704,3,2,2,2,1_3_2
1,1742,290,4,3,2,1,2_4_3
1,769,7476,5,4,4,4,2_5_4
1,771,7492,3,2,2,2,1_3_2
1,795,7566,3,2,2,2,1_3_2
1,816,3548,3,2,2,2,1_3_2
1,935,10690,3,2,2,2,1_3_2
1,956,10796,3,3,2,2,2_3_3
1,971,10822,4,4,1,1,2_3_3_1_2_1
1,1019,10977,3,2,2,2,1_3_2
1,1051,11083,3,2,2,2,1_3_2
1,1123,11369,3,2,2,2,1_3_2
1,1133,11417,3,2,2,2,1_3_2
1,1195,11725,3,2,2,2,1_3_2
1,1216,7709,3,3,2,2,2_3_3
1,1329,433,7,9,8,3,5_7_9
1,1336,217,8,8,5,5,4_8_8
1,5360,1764,4,3,2,1,2_4_3
1,1579,10371,4,4,1,1,2_3_3_1_2_1
1,1612,4498,3,2,2,2,1_3_2
1,1625,14552,3,2,2,2,1_3_2
1,1770,7093,3,3,2,2,2_3_3
1,1804,305,3,2,2,2,1_3_2
1,1921,7890,3,3,2,2,2_3_3
1,1946,7993,3,2,2,2,1_3_2
1,1986,8249,3,2,2,2,1_3_2
1,2057,330,3,2,2,2,1_3_2
1,2127,7616,3,2,2,0,1_3_2
1,2167,9572,3,3,2,2,2_3_3
1,2309,4719,3,2,2,2,1_3_2
1,2311,4726,3,2,2,1,1_3_2
1,2368,11117,5,6,6,6,3_5_6
1,2369,356,3,2,2,1,1_3_2
1,2388,13239,3,2,2,2,1_3_2
1,2475,14508,3,2,2,2,1_3_2
1,2595,13798,4,3,2,2,2_4_3
1,2760,399,4,3,2,2,2_4_3
1,2770,404,4,4,4,4,2_4_4
1,2847,14857,5,4,4,4,2_5_4
1,2877,17286,3,2,2,2,1_3_2
1,3025,18648,4,4,1,1,2_3_3_1_2_1
1,3153,18095,3,2,2,1,1_3_2
1,3260,19600,3,2,2,2,1_3_2
1,3272,19630,3,2,2,2,1_3_2
1,3359,19984,5,5,1,1,3_4_4_1_2_1
1,3431,20595,3,2,2,2,1_3_2
1,3439,17415,3,2,2,2,1_3_2
1,3508,1858,3,2,2,0,1_3_2
1,3518,991,3,2,2,2,1_3_2
1,3547,13376,4,4,1,1,2_3_3_1_2_1
1,3613,5489,3,2,2,1,1_3_2
1,3622,4299,3,2,2,2,1_3_2
1,3674,12555,3,2,2,2,1_3_2
1,3679,12575,3,2,2,2,1_3_2
1,3789,15422,3,3,2,2,2_3_3
1,3807,13220,3,3,2,2,2_3_3
1,3887,14757,3,2,2,2,1_3_2
1,3957,19203,3,3,2,2,2_3_3
1,4027,908,3,3,2,2,2_3_3
1,4126,18258,4,4,1,1,2_3_3_1_2_1
1,4214,12705,3,2,2,2,1_3_2
1,4334,15303,3,2,2,2,1_3_2
1,4397,17953,3,2,2,2,1_3_2
1,4445,17013,3,2,2,2,1_3_2
1,4453,18011,3,3,2,2,2_3_3
1,4474,18874,3,3,2,2,2_3_3
1,4547,20687,3,3,2,2,2_3_3
1,4748,21550,3,2,2,2,1_3_2
1,4851,10435,3,3,2,2,2_3_3
1,5010,16743,3,2,2,2,1_3_2
1,5033,15362,3,2,2,2,1_3_2
1,5046,17059,3,2,2,1,1_3_2
1,5102,15584,3,3,2,2,2_3_3
1,5109,16885,3,2,2,2,1_3_2
1,5148,9835,5,4,4,4,2_5_4
1,5366,1286,3,2,2,2,1_3_2
1,5399,19251,3,2,2,2,1_3_2
1,5439,17205,3,2,2,2,1_3_2
1,5567,5225,4,4,4,4,2_4_4
1,5712,1567,3,3,2,0,2_3_3
1,5734,12229,3,3,2,2,2_3_3
1,5735,17777,3,2,2,2,1_3_2
1,5792,1614,3,3,2,2,2_3_3
1,5945,19027,3,2,2,2,1_3_2
1,6094,20048,3,2,2,2,1_3_2
1,7412,10624,4,3,2,2,2_4_3
1,6274,5366,3,2,2,1,1_3_2
1,6383,20915,3,3,2,2,2_3_3
1,6475,13101,3,3,2,0,2_3_3
1,6479,14233,3,3,2,2,2_3_3
1,6481,18128,3,2,2,2,1_3_2
1,6560,2819,3,3,2,2,2_3_3
1,6643,20724,3,2,2,2,1_3_2
1,6760,11543,3,2,2,2,1_3_2
1,6912,3614,3,3,2,2,2_3_3
1,6925,15737,3,2,2,2,1_3_2
1,6931,17529,3,2,2,2,1_3_2
1,7665,8054,3,2,2,2,1_3_2
1,7720,8765,3,2,2,2,1_3_2
1,7732,10165,3,3,2,2,2_3_3
1,7747,9018,3,3,2,2,2_3_3
1,7786,23850,3,2,2,2,1_3_2
1,7805,9320,3,3,2,2,2_3_3
1,7884,10687,3,3,2,2,2_3_3
2,1,1,3,2,2,2,1_3_2
2,7,4,3,2,2,2,1_3_2
2,9,839,3,3,2,2,2_3_3
2,492,89,1170,1375,627,373,723_1130_1211_112_204_106_41_81_41_12_23_12_4_8_4_1_2_1
2,21,552,7,6,4,3,4_7_6
2,59,3090,3,3,2,2,2_3_3
2,87,3261,3,2,2,2,1_3_2
2,115,47,3,2,2,1,1_3_2
2,143,5626,3,2,2,2,1_3_2
2,220,6121,3,2,2,2,1_3_2
2,241,142,23,23,8,8,14_22_21_1_2_1_1_2_1
2,355,702,9,9,3,3,6_9_8_1_2_1
2,300,1562,5,4,4,4,2_5_4
2,423,3838,3,2,2,2,1_3_2
2,510,8757,4,4,1,1,2_3_3_1_2_1
2,611,9228,3,2,2,2,1_3_2
2,764,134,4,3,2,2,2_4_3
2,815,145,3,3,0,0,3_3_3
2,1208,11794,3,2,2,2,1_3_2
2,1369,14806,3,2,2,2,1_3_2
2,1406,13034,3,2,2,2,1_3_2
2,1740,1267,3,2,2,2,1_3_2
2,1891,7757,3,2,2,2,1_3_2
2,2013,8427,7,7,2,2,3_7_6_2_2_1
2,2259,10056,3,2,2,2,1_3_2
2,2265,10086,3,2,2,2,1_3_2
2,2278,676,3,2,2,2,1_3_2
2,3713,613,12,11,6,4,5_10_9_2_4_2
2,6964,3948,4,3,2,2,2_4_3
2,2507,13482,3,2,2,2,1_3_2
2,2522,13523,3,2,2,2,1_3_2
2,2617,13912,4,3,2,2,2_4_3
2,2683,14143,3,2,2,2,1_3_2
2,2837,13076,3,2,2,2,1_3_2
2,2893,17351,3,2,2,2,1_3_2
2,3043,18686,6,6,1,1,4_6_6
2,3170,18867,3,2,2,2,1_3_2
2,3172,18886,3,2,2,2,1_3_2
2,3365,12429,3,2,2,2,1_3_2
2,3372,15902,3,2,2,2,1_3_2
2,3613,5489,3,2,2,2,1_3_2
2,3771,652,3,2,2,2,1_3_2
2,3794,15443,3,2,2,2,1_3_2
2,3898,18055,3,2,2,2,1_3_2
2,4959,17804,5,4,2,2,3_5_4
2,4148,21267,3,2,2,2,1_3_2
2,4347,1004,3,2,2,2,1_3_2
2,4491,18936,3,2,2,2,1_3_2
2,4654,9457,3,2,2,2,1_3_2
2,4713,17553,3,2,2,2,1_3_2
2,4743,17818,3,2,2,2,1_3_2
2,5046,17059,3,2,2,2,1_3_2
2,5348,1261,3,2,2,2,1_3_2
2,5353,1262,5,5,3,3,2_5_4_1_2_1
2,5470,1554,3,2,2,2,1_3_2
2,5548,1454,3,3,0,0,3_3_3
2,5574,21561,3,2,2,2,1_3_2
2,5610,18024,3,3,2,2,2_3_3
2,5722,18383,3,2,2,2,1_3_2
2,5773,5212,3,3,2,2,2_3_3
2,5874,1662,4,5,0,0,2_4_4_2_2_1
2,5888,1668,3,2,2,2,1_3_2
2,5943,1703,3,3,0,0,3_3_3
2,6066,21980,3,2,2,2,1_3_2
2,6127,5204,4,4,1,1,2_3_3_1_2_1
2,6480,2056,3,3,2,2,2_3_3
2,6630,3340,3,2,2,2,1_3_2
2,6642,2628,3,3,2,2,2_3_3
2,6645,20727,3,2,2,2,1_3_2
2,6924,3767,3,3,0,0,3_3_3
2,6973,3957,3,2,2,2,1_3_2
2,7245,21294,3,2,2,2,1_3_2
2,7309,5345,3,2,2,1,1_3_2
2,7534,6759,4,5,0,0,2_4_4_2_2_1
2,7599,7274,4,5,0,0,2_4_4_2_2_1
2,7721,17887,3,3,0,0,3_3_3
3,3,12,428,493,152,141,257_411_417_53_91_48_17_30_16_6_11_6_2_4_2_2_4_2_2_4_2
3,238,105,10,10,4,4,5_9_9_1_2_1
3,290,53,3,2,2,2,1_3_2
3,358,716,3,2,2,2,1_3_2
3,526,8889,3,2,2,2,1_3_2
3,670,101,3,2,2,2,1_3_2
3,767,136,3,2,2,2,1_3_2
3,853,5021,3,2,2,2,1_3_2
3,1858,7656,3,2,2,2,1_3_2
3,2126,335,4,5,0,0,2_4_4_2_2_1
3,2216,9795,3,2,2,2,1_3_2
3,4145,959,3,3,0,0,3_3_3
3,4347,1004,3,3,0,0,3_3_3
3,5566,1436,4,5,0,0,2_4_4_2_2_1
3,5702,21393,3,3,0,0,3_3_3
3,5815,1628,4,5,0,0,2_4_4_2_2_1
3,5932,2585,3,3,2,2,2_3_3
3,6642,2628,3,3,0,0,3_3_3
3,6898,23890,3,2,2,2,1_3_2
3,6975,20483,3,3,0,0,3_3_3
4,105,10,7,6,2,1,5_7_6
4,194,26,75,88,4,4,56_75_82_8_10_6
4,228,28,6,6,2,1,3_5_5_1_2_1
4,464,87,4,5,0,0,2_4_4_2_2_1
4,790,7551,3,3,0,0,3_3_3
4,1340,218,4,5,0,0,2_4_4_2_2_1
4,1502,5177,4,4,1,1,2_3_3_1_2_1
4,1605,246,4,5,0,0,2_4_4_2_2_1
4,3798,15463,3,3,0,0,3_3_3
4,4155,6137,3,2,2,2,1_3_2
4,6896,3502,3,3,0,0,3_3_3
4,7242,8111,3,2,2,2,1_3_2
5,227,27,4,3,2,2,2_4_3
5,231,33,9,10,1,1,5_9_8_2_3_2
6,21,552,3,2,2,2,1_3_2
6,227,27,4,4,1,1,2_3_3_1_2_1
7,21,552,3,3,0,0,3_3_3
